checking_status,duration,credit_history,purpose,credit_amount,savings_status,employment,installment_commitment,personal_status,other_parties,residence_since,property_magnitude,age,other_payment_plans,housing,existing_credits,job,num_dependents,own_telephone,foreign_worker,class
0.508,6,0.8289115646258503,0.7782918149466191,1169,0.8244565217391304,0.7468503937007873,4,0.7335154826958106,0.7001101321585903,4,0.7869257950530035,67,0.7247852760736196,0.7390756302521009,2,0.7047543581616481,1,0.7202469135802468,0.6926348547717843,1
0.61,48,0.6811676082862523,0.7782918149466191,5951,0.6402317880794702,0.6932352941176471,2,0.6485530546623793,0.7001101321585903,2,0.7869257950530035,22,0.7247852760736196,0.7390756302521009,1,0.7047543581616481,1,0.6862646566164153,0.6926348547717843,0
0.8827848101265823,12,0.8289115646258503,0.5627450980392157,2096,0.6402317880794702,0.7754285714285714,2,0.7335154826958106,0.7001101321585903,3,0.7869257950530035,49,0.7247852760736196,0.7390756302521009,1,0.7199004975124378,2,0.6862646566164153,0.6926348547717843,1
0.508,42,0.6811676082862523,0.6796703296703297,7882,0.6402317880794702,0.7754285714285714,2,0.7335154826958106,0.8056603773584906,4,0.6939914163090128,45,0.7247852760736196,0.5935779816513762,1,0.7047543581616481,2,0.6862646566164153,0.6926348547717843,1
0.508,24,0.6820224719101123,0.62,4870,0.6402317880794702,0.6932352941176471,3,0.7335154826958106,0.7001101321585903,4,0.5658064516129032,53,0.7247852760736196,0.5935779816513762,2,0.7047543581616481,2,0.6862646566164153,0.6926348547717843,0
0.8827848101265823,36,0.6811676082862523,0.5627450980392157,9055,0.8244565217391304,0.6932352941176471,2,0.7335154826958106,0.7001101321585903,4,0.5658064516129032,35,0.7247852760736196,0.5935779816513762,1,0.7199004975124378,2,0.7202469135802468,0.6926348547717843,1
0.8827848101265823,24,0.6811676082862523,0.6796703296703297,2835,0.8234375,0.7468503937007873,3,0.7335154826958106,0.7001101321585903,4,0.6939914163090128,53,0.7247852760736196,0.7390756302521009,1,0.7047543581616481,1,0.6862646566164153,0.6926348547717843,1
0.61,36,0.6811676082862523,0.8336538461538462,6948,0.6402317880794702,0.6932352941176471,2,0.7335154826958106,0.7001101321585903,2,0.6927927927927927,35,0.7247852760736196,0.6094444444444445,1,0.6557046979865772,1,0.7202469135802468,0.6926348547717843,1
0.8827848101265823,12,0.6811676082862523,0.7782918149466191,3059,0.8714285714285714,0.7754285714285714,2,0.6019607843137255,0.7001101321585903,4,0.7869257950530035,61,0.7247852760736196,0.7390756302521009,1,0.7199004975124378,1,0.6862646566164153,0.6926348547717843,1
0.61,30,0.8289115646258503,0.62,5234,0.6402317880794702,0.6301587301587303,4,0.7279569892473119,0.7001101321585903,2,0.6927927927927927,28,0.7247852760736196,0.7390756302521009,2,0.6557046979865772,1,0.6862646566164153,0.6926348547717843,0
0.61,12,0.6811676082862523,0.62,1295,0.6402317880794702,0.5936416184971098,3,0.6485530546623793,0.7001101321585903,1,0.6927927927927927,25,0.7247852760736196,0.6094444444444445,1,0.7047543581616481,1,0.6862646566164153,0.6926348547717843,0
0.508,48,0.6811676082862523,0.65,4308,0.6402317880794702,0.5936416184971098,3,0.6485530546623793,0.7001101321585903,4,0.6939914163090128,24,0.7247852760736196,0.6094444444444445,1,0.7047543581616481,1,0.6862646566164153,0.6926348547717843,0
0.61,12,0.6811676082862523,0.7782918149466191,1567,0.6402317880794702,0.6932352941176471,1,0.6485530546623793,0.7001101321585903,1,0.6927927927927927,22,0.7247852760736196,0.7390756302521009,1,0.7047543581616481,1,0.7202469135802468,0.6926348547717843,1
0.508,24,0.8289115646258503,0.62,1199,0.6402317880794702,0.7468503937007873,4,0.7335154826958106,0.7001101321585903,4,0.6927927927927927,60,0.7247852760736196,0.7390756302521009,2,0.7199004975124378,1,0.6862646566164153,0.6926348547717843,0
0.508,15,0.6811676082862523,0.62,1403,0.6402317880794702,0.6932352941176471,2,0.6485530546623793,0.7001101321585903,4,0.6927927927927927,28,0.7247852760736196,0.6094444444444445,1,0.7047543581616481,1,0.6862646566164153,0.6926348547717843,1
