ExternalRiskEstimate,MSinceOldestTradeOpen,MSinceMostRecentTradeOpen,AverageMInFile,NumSatisfactoryTrades,NumTrades60Ever2DerogPubRec,NumTrades90Ever2DerogPubRec,PercentTradesNeverDelq,MaxDelq2PublicRecLast12M,MaxDelqEver,NumTotalTrades,NumTradesOpeninLast12M,PercentInstallTrades,NumInqLast6M,NumInqLast6Mexcl7days,NetFractionRevolvingBurden,NumRevolvingTradesWBalance,NumInstallTradesWBalance,NumBank2NatlTradesWHighUtilization,PercentTradesWBalance,class
0.3275862068965517,0.1772784019975031,0.03773584905660377,0.33333333333333337,0.24358974358974358,0.15789473684210525,0.0,0.7875000000000001,0.3333333333333333,0.5,0.21359223300970873,0.05263157894736842,0.4505494505494506,0.0,0.0,0.1422413793103448,0.25,0.0,0.05555555555555555,0.6666666666666667,0
0.5344827586206896,0.07990012484394507,0.04716981132075472,0.08333333333333334,0.10256410256410256,0.0,0.0,1.0000000000000002,0.7777777777777777,1.0,0.07766990291262135,0.21052631578947367,0.46153846153846156,0.06060606060606061,0.06060606060606061,0.22844827586206895,0.125,0.04545454545454544,0.05555555555555555,0.8494623655913979,0
0.5172413793103449,0.20848938826466915,0.009433962264150943,0.28750000000000003,0.34615384615384615,0.05263157894736842,0.05263157894736842,0.9125000000000001,0.6666666666666665,0.6666666666666665,0.2815533980582524,0.15789473684210525,0.6043956043956045,0.07575757575757576,0.06060606060606061,0.3103448275862069,0.1875,0.13636363636363638,0.16666666666666666,0.903225806451613,0
0.7758620689655172,0.4132334581772784,0.25471698113207547,0.5333333333333333,0.14102564102564102,0.0,0.0,1.0000000000000002,0.7777777777777777,1.0,0.10679611650485438,0.0,0.2527472527472528,0.015151515151515152,0.015151515151515152,0.21982758620689655,0.09375,0.0,0.0,0.7849462365591399,0
0.39655172413793116,0.16853932584269662,0.10377358490566038,0.30833333333333335,0.3846153846153846,0.0,0.0,0.8875000000000002,0.4444444444444445,0.6666666666666665,0.30097087378640774,0.05263157894736842,0.4945054945054945,0.0,0.0,0.26724137931034486,0.375,0.13636363636363638,0.16666666666666666,0.9354838709677419,0
0.31034482758620696,0.1073657927590512,0.0660377358490566,0.13749999999999998,0.30769230769230765,0.0,0.0,0.9000000000000001,0.4444444444444445,0.6666666666666665,0.24271844660194175,0.15789473684210525,0.6153846153846154,0.06060606060606061,0.06060606060606061,0.38362068965517243,0.21875,0.2727272727272727,0.1111111111111111,1.0000000000000002,1
0.5517241379310346,0.1822721598002497,0.0660377358490566,0.2541666666666667,0.20512820512820512,0.0,0.0,0.7875000000000001,0.6666666666666665,0.6666666666666665,0.16504854368932037,0.05263157894736842,0.46153846153846156,0.0,0.0,0.1206896551724138,0.0625,0.04545454545454544,0.1111111111111111,0.3548387096774194,1
0.39655172413793116,0.4019975031210986,0.01886792452830189,0.5583333333333332,0.2948717948717948,0.0,0.0,0.8125,0.4444444444444445,0.6666666666666665,0.2524271844660194,0.05263157894736842,0.26373626373626374,0.015151515151515152,0.015151515151515152,0.2931034482758621,0.21875,0.0,0.16666666666666666,0.89247311827957,0
0.43103448275862066,0.09612983770287141,0.03773584905660377,0.13333333333333333,0.23076923076923075,0.0,0.0,0.9375000000000002,0.4444444444444445,0.6666666666666665,0.17475728155339804,0.15789473684210525,0.26373626373626374,0.09090909090909091,0.09090909090909091,0.1336206896551724,0.15625,0.09090909090909091,0.05555555555555555,0.5913978494623656,0
0.7931034482758622,0.11735330836454433,0.04716981132075472,0.17916666666666667,0.19230769230769232,0.0,0.0,1.0000000000000002,0.7777777777777777,1.0,0.14563106796116504,0.15789473684210525,0.3186813186813187,0.0,0.0,0.06465517241379311,0.125,0.04545454545454544,0.0,0.6451612903225806,1
0.24137931034482762,0.3857677902621723,0.2358490566037736,0.3,0.14102564102564102,0.05263157894736842,0.0,0.5,0.3333333333333333,0.5,0.13592233009708737,0.0,0.19780219780219782,0.015151515151515152,0.015151515151515152,0.3620689655172414,0.15625,0.04545454545454544,0.1111111111111111,0.8709677419354839,0
0.6551724137931035,0.33957553058676654,0.01886792452830189,0.25833333333333336,0.28205128205128205,0.0,0.0,1.0000000000000002,0.6666666666666665,1.0,0.2621359223300971,0.21052631578947367,0.40659340659340665,0.030303030303030304,0.030303030303030304,0.07758620689655173,0.09375,0.1818181818181818,0.05555555555555555,0.6451612903225806,0
0.4655172413793104,0.2272159800249688,0.02830188679245283,0.3041666666666667,0.423076923076923,0.0,0.0,0.9625000000000001,0.6666666666666665,0.6666666666666665,0.3398058252427184,0.10526315789473684,0.3736263736263737,0.16666666666666669,0.15151515151515155,0.3060344827586207,0.3125,0.04545454545454544,0.16666666666666666,0.8064516129032259,0
0.43103448275862066,0.317103620474407,0.1792452830188679,0.26666666666666666,0.16666666666666666,0.0,0.0,0.8375000000000001,0.4444444444444445,0.6666666666666665,0.13592233009708737,0.0,0.34065934065934067,0.030303030303030304,0.015151515151515152,0.26724137931034486,0.09375,0.09090909090909091,0.05555555555555555,0.8494623655913979,0
0.44827586206896564,0.16104868913857678,0.03773584905660377,0.22916666666666666,0.19230769230769232,0.21052631578947367,0.10526315789473684,0.7375,0.6666666666666665,0.5,0.18446601941747573,0.21052631578947367,0.6153846153846154,0.06060606060606061,0.06060606060606061,0.10775862068965518,0.09375,0.13636363636363638,0.05555555555555555,0.6774193548387097,0
0.5000000000000001,0.05118601747815231,0.01886792452830189,0.09166666666666667,0.1794871794871795,0.05263157894736842,0.05263157894736842,1.0000000000000002,0.7777777777777777,1.0,0.1553398058252427,0.10526315789473684,0.2527472527472528,0.06060606060606061,0.06060606060606061,0.1336206896551724,0.15625,0.0,0.0,0.7311827956989247,0
